ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,RATIO,RIESGO
6454,60000,2,2,1,23,0,0,0,2,2,0,58844,43427,30408,30632,30021,30445,2000,4300,1000,0,2000,1500,0,0.033988172116103596,ALTO
6455,180000,2,2,1,25,0,0,0,0,0,0,134733,120775,112784,114794,105248,107130,9148,4030,4211,3798,4000,4327,0,0.06789724863248053,ALTO
6456,80000,2,1,2,28,1,2,2,2,2,2,53541,54694,55297,55788,57146,58351,2600,2100,2000,2400,2300,2315,0,0.04856091593358361,ALTO
6457,450000,2,1,2,32,1,-1,0,0,-2,-1,0,1042,4064,-8,-8,402,1042,3057,0,0,410,0,0,,BAJO
6458,150000,2,4,1,36,-2,-2,-2,-2,-2,-2,5253,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ALTO
6459,280000,2,2,2,28,1,-2,-1,0,0,-1,0,0,11905,8350,2428,4662,0,11905,200,49,4662,6278,0,,BAJO
6460,180000,1,3,2,47,0,0,0,0,2,0,67011,69935,72031,77597,72079,66310,4000,4000,7501,0,3001,10000,0,0.059691692408709016,ALTO
6461,380000,2,3,1,54,-1,-1,0,0,-1,-1,1630,65757,65201,39281,80561,19302,65757,1628,196,80962,19395,13452,0,40.34171779141104,BAJO
6462,150000,1,2,1,45,-2,-2,-2,-2,-2,-2,390,390,390,390,285,-105,390,390,390,285,0,1668,0,1.0,BAJO
6463,280000,2,1,2,52,-1,-1,-1,-1,-2,-2,886,0,930,0,0,0,0,930,0,0,0,0,0,0.0,ALTO
6464,160000,2,2,2,34,-1,-1,-1,-1,-1,-1,18958,11842,7918,13780,12297,12752,24000,8000,13780,12300,12752,6000,0,1.2659563245068046,BAJO
6465,120000,1,2,2,29,0,0,0,0,0,0,118277,121004,118774,91369,88015,88087,6513,3740,3215,3300,3405,3303,0,0.05506565097187112,ALTO
6466,330000,2,1,2,34,0,0,0,0,0,0,261974,245882,228275,227974,185431,107493,15000,10008,10000,20000,25000,3500,0,0.05725759044790704,ALTO
6467,210000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,,BAJO
6468,200000,1,1,2,27,1,-1,-1,-1,-1,-1,-36,7203,5360,4481,10330,5599,7239,5395,4503,10381,5627,4935,0,,BAJO
6469,340000,2,5,1,27,0,0,0,0,0,0,281544,283173,282231,216946,216403,218209,11000,11031,8000,8000,8300,7500,0,0.03907026965589748,ALTO
6470,200000,1,1,2,34,-1,-1,-1,-1,-1,-2,959,451,-1,605,-5,-5,452,0,606,0,0,0,0,0.47132429614181437,BAJO
6471,160000,2,3,1,34,0,0,2,2,-2,-2,4763,4899,697,-1373,-1773,-1773,3009,0,1373,0,0,1040,0,0.6317446987192946,BAJO
6472,500000,2,2,2,48,-1,-1,-1,-1,-1,-1,77461,68781,58436,9536,8302,64460,68781,58436,9536,58302,64460,14000,0,0.8879436103329418,BAJO
6473,50000,1,2,1,43,0,0,0,0,0,0,28287,28924,29521,29876,30201,15611,1485,1472,1217,1347,558,550,0,0.05249761374482978,ALTO
6474,170000,2,2,2,23,-1,0,0,0,0,0,32192,32555,32292,32372,31202,31688,1608,2301,2379,2202,2688,2110,0,0.049950298210735586,ALTO
6475,260000,2,1,2,29,1,2,0,0,0,0,234922,227802,215320,177965,171201,164834,6,6918,5295,4805,5002,3005,0,2.5540392130153838e-05,ALTO
6476,360000,1,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,,BAJO
6477,400000,1,1,2,29,0,0,0,-1,-1,2,41057,11150,6298,138307,149548,148632,1300,1001,138307,16996,5010,96,0,0.031663297367075044,ALTO
6478,380000,2,1,2,32,-1,0,0,0,0,0,91806,100291,108245,109006,117195,121246,10000,10000,10000,10001,6000,38000,0,0.10892534257020238,MEDIO
6479,50000,1,3,2,29,0,0,2,0,0,-1,7334,7344,5420,4104,1596,1594,2500,0,1596,0,1594,0,1,0.3408781019907281,BAJO
6480,130000,1,2,1,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,1.0,BAJO
6481,110000,2,2,1,24,1,-1,0,0,0,0,-1256,65064,66102,54275,51791,52928,68500,3114,4016,2000,2000,2000,0,,BAJO
6482,50000,1,1,1,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,,BAJO
6483,190000,1,2,2,26,0,0,0,0,0,0,155260,136185,139013,140035,146365,148961,7416,6900,5100,10000,5500,6700,0,0.04776503928893469,ALTO
6484,170000,2,2,1,46,-1,-1,-1,-2,-1,-1,2741,1848,0,0,1542,3498,1848,0,0,1542,3498,8095,1,0.6742064939802992,BAJO
6485,210000,2,4,2,25,0,0,0,0,-2,-2,179248,21612,5259,-243,-243,-243,3151,2000,0,0,0,0,0,0.01757899669731322,ALTO
6486,50000,1,3,2,25,0,0,0,0,2,2,46277,47713,44006,29737,30615,29975,2500,2300,2500,1500,0,1000,0,0.05402251658491259,ALTO
6487,20000,2,3,1,45,2,0,0,0,0,0,14064,12451,11176,6934,11203,7737,3000,1006,144,10000,308,2000,1,0.21331058020477817,MEDIO
6488,80000,2,2,1,26,0,0,0,0,0,-2,33319,32066,31875,18686,0,0,1700,1720,1002,0,0,0,1,0.0510219394339566,ALTO
6489,500000,2,1,2,39,-1,0,0,0,-2,-2,4417,5642,8689,-131,-131,-131,5467,5026,0,0,0,0,0,1.2377179080824088,BAJO
6490,250000,2,2,2,31,1,2,0,0,0,0,59878,58348,59530,60668,59786,130890,0,2150,2116,65,72460,5000,1,0.0,ALTO
6491,50000,1,3,1,34,0,0,0,0,0,0,6808,6198,22456,19776,9433,7487,1318,19776,1096,572,645,0,0,0.1935957696827262,MEDIO
6492,300000,1,2,1,38,0,0,0,2,2,2,181387,171685,181780,177363,189423,188567,8000,14500,0,15150,7700,0,0,0.044104594044777186,ALTO
6493,30000,2,2,1,40,2,2,3,3,2,2,27975,29906,30604,29834,29936,29862,2700,1500,0,1100,1000,0,1,0.09651474530831099,ALTO
6494,50000,1,2,2,34,2,2,0,0,0,-1,61220,56388,53813,22667,23488,20022,9,2061,0,821,21414,703,0,0.0001470107807905913,ALTO
6495,180000,2,2,2,35,-2,-2,-2,-2,-2,-2,-117,2573,-77,-77,1823,227,2690,0,0,1900,230,0,0,,BAJO
6496,50000,2,5,1,28,0,0,0,0,0,-2,9014,9608,12025,16025,0,0,3000,3000,4000,0,0,0,0,0.3328156201464389,BAJO
6497,50000,1,3,1,46,0,0,0,0,0,0,6066,7161,8234,8595,8955,9305,1200,1200,500,500,500,500,0,0.19782393669634027,MEDIO
6498,190000,2,2,1,40,0,0,2,0,0,0,184276,191540,192422,150300,92391,93119,15000,6000,6000,4000,4000,3300,0,0.08139963967092839,ALTO
6499,200000,2,2,2,32,-2,-2,-2,-1,0,0,940,174,1684,1581,2381,2381,174,1689,1581,800,0,0,0,0.1851063829787234,MEDIO
6500,140000,2,2,2,26,0,0,0,0,2,0,141057,144306,141949,141345,136379,126211,7200,19000,10400,0,4931,9100,0,0.05104319530402603,ALTO
6501,10000,1,3,1,47,0,0,2,0,0,2,6817,9119,8826,8849,9567,9265,2588,0,318,862,0,502,1,0.37963913745049144,BAJO
6502,180000,2,5,1,54,0,0,0,0,0,0,88545,90403,92245,94082,96050,97963,3279,3343,3366,3483,3507,3628,0,0.03703201761816026,ALTO
6503,170000,2,3,2,29,-1,-1,-1,-2,-2,-2,14460,738,0,0,0,0,738,0,0,0,0,0,0,0.05103734439834025,ALTO
6504,50000,1,2,1,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,2949,0,0,0,0,2322,0,0,,BAJO
6505,200000,1,2,2,32,-1,-1,-1,-1,-1,-1,9249,9362,11109,9471,11132,9633,9363,11119,9473,11140,9636,23635,0,1.0123256568277652,BAJO
6506,170000,2,2,1,42,-1,-1,-1,-1,-1,-1,1085,326,326,326,326,326,326,326,326,326,326,326,1,0.30046082949308756,BAJO
6507,50000,1,2,2,52,1,2,0,0,0,2,5893,5653,6747,7859,7464,7199,0,1200,1200,1200,0,1200,0,0.0,ALTO
6508,230000,2,2,2,24,-1,-1,-2,-1,0,-1,2360,0,0,4135,814,2294,0,0,4135,0,2294,7368,0,0.0,ALTO
6509,500000,2,2,2,36,0,0,0,0,-2,-1,21368,21094,12675,5803,5841,2227,4066,5004,28,2033,3130,94593,0,0.19028453762635716,MEDIO
6510,50000,1,2,2,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1,0.0,ALTO
6511,80000,1,1,2,38,0,0,0,0,0,0,32562,23346,18361,10434,7387,3300,1482,1011,8,111,3509,0,0,0.0455131748664087,ALTO
6512,200000,2,2,1,61,-1,-1,-1,-1,-1,-1,780,0,780,387,-3,4540,0,780,387,0,4543,1386,0,0.0,ALTO
6513,360000,1,3,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,,BAJO
6514,140000,2,1,1,41,-1,2,-1,-1,0,-1,780,390,390,780,390,390,0,390,780,0,390,390,0,0.0,ALTO
6515,290000,2,2,1,48,1,2,0,0,0,0,292907,285272,288543,209443,132211,133946,0,14000,9000,5000,5000,5000,1,0.0,ALTO
6516,50000,1,2,1,41,0,0,0,0,0,0,48027,48725,29600,20150,19232,17143,3000,1600,2004,2000,1000,4000,1,0.062464863514273224,ALTO
6517,10000,2,2,3,38,0,0,0,-1,0,0,3213,2797,0,1660,660,660,1000,0,1660,0,0,0,0,0.3112356053532524,BAJO
6518,80000,1,2,2,27,2,-1,-1,0,0,0,1195,553,1074,35783,35488,36020,700,1074,35000,1300,1400,1300,0,0.5857740585774058,BAJO
6519,20000,1,3,2,22,0,0,0,0,0,0,18535,18541,18270,16992,19025,35744,5109,1600,2400,3800,739,2000,1,0.27564067979498247,MEDIO
6520,150000,1,1,2,37,-2,-2,-2,-2,-2,-2,120,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ALTO
6521,230000,2,1,2,37,0,0,2,0,0,-2,9092,12509,12784,12584,0,0,3500,700,0,0,0,0,1,0.3849538055433348,BAJO
6522,60000,2,3,2,24,0,0,0,0,0,0,60491,61319,56550,43279,28289,28013,2560,1593,1348,1012,1016,1007,1,0.042320345175315334,ALTO
6523,360000,2,1,2,26,-1,-1,-1,-1,0,-1,724,125,416,190,190,66,125,418,190,0,66,151,0,0.17265193370165746,MEDIO
6524,100000,1,2,1,36,0,0,0,0,0,0,46202,47239,48258,49218,99677,51738,1784,1803,1763,1843,4654,2297,0,0.038613047054240075,ALTO
6525,30000,1,2,1,33,0,0,0,0,0,0,23467,24195,25286,25807,26350,27409,1409,1500,942,959,1500,946,0,0.060041760770443604,ALTO
6526,330000,2,2,1,30,0,0,0,0,0,-1,155285,156122,11733,9620,0,4520,10000,10000,2000,0,4520,2500,0,0.06439772032070065,ALTO
6527,20000,2,1,2,24,-1,2,-1,0,0,-1,632,316,948,632,316,1096,0,948,0,0,1096,0,0,0.0,ALTO
6528,80000,2,2,1,49,1,2,2,2,2,2,42053,40185,42887,31745,32211,25836,0,3500,0,4500,0,1500,0,0.0,ALTO
6529,90000,2,5,2,23,0,0,0,0,0,0,40145,41194,42197,42726,43802,42761,2000,2000,1502,1737,1500,5050,1,0.04981940465811434,ALTO
6530,20000,2,2,2,23,0,0,0,0,0,0,16740,17451,18141,18239,18302,18337,1600,1600,1000,663,654,651,0,0.0955794504181601,ALTO
6531,230000,1,3,1,61,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,,BAJO
6532,160000,1,2,2,28,-1,2,-1,-1,-2,-1,3498,3260,678,0,0,678,0,678,0,0,678,0,0,0.0,ALTO
6533,200000,2,2,1,36,-1,-1,-1,-1,-1,-1,2500,0,5448,632,0,646,0,5448,632,0,646,0,0,0.0,ALTO
6534,20000,1,2,2,27,0,-1,0,-1,-1,-2,1955,2530,1845,3169,240,930,2535,1205,3274,630,1080,0,0,1.2966751918158568,BAJO
6535,170000,1,1,1,35,0,0,0,0,0,0,51207,38528,34688,30542,61032,23711,5000,2000,3000,1000,6000,8753,0,0.09764290038471303,ALTO
6536,180000,2,2,1,26,0,0,0,0,0,0,3679,4711,3996,6007,3260,0,1105,1000,2011,503,0,0,0,0.3003533568904594,BAJO
6537,50000,2,2,1,29,0,0,0,0,0,0,98492,50095,49057,17426,17789,18003,2477,2409,769,792,659,631,0,0.025149250700564514,ALTO
6538,360000,2,1,1,40,-1,-1,-1,-1,0,-1,16540,1160,10600,51571,28310,14482,1160,10646,51571,0,14482,12874,0,0.07013301088270858,ALTO
6539,230000,2,2,2,28,-1,-1,-1,-2,-1,-1,875,375,-250,-125,609,362,1000,0,0,4000,3000,9000,0,1.1428571428571428,BAJO
6540,80000,2,1,2,28,0,0,2,2,2,2,75709,80033,78145,80584,81693,78470,6800,0,6000,3000,0,5100,1,0.08981759103937445,ALTO
6541,60000,1,1,2,31,2,2,2,2,2,2,61432,57751,59200,57558,52992,61325,0,4770,2250,0,50000,0,1,0.0,ALTO
6542,150000,2,3,1,52,-1,-1,-1,-1,-1,-1,420,0,1672,453,2129,1414,0,1672,453,2129,1414,1961,0,0.0,ALTO
6543,120000,2,3,1,52,0,0,0,0,0,0,117029,118439,118437,116456,116957,119366,5800,4500,4120,4388,4500,4350,0,0.04956036537952131,ALTO
6544,430000,2,1,1,43,-1,-1,-1,-1,-1,-1,20849,3662,7719,4437,2912,6368,3814,7759,4451,2915,6383,9025,0,0.18293443330615378,MEDIO
6545,360000,1,3,1,32,0,0,0,0,0,0,89120,191329,92915,52341,51739,55079,105484,4500,2000,2100,4400,2934,0,1.1836175942549372,BAJO
6546,200000,2,2,1,60,-1,-1,-1,-1,-1,-1,396,396,461,396,546,396,396,461,396,546,396,396,0,1.0,BAJO
6547,50000,1,2,2,26,0,0,0,0,0,2,40959,41996,43296,44187,49132,48191,2000,2000,1608,5684,0,2000,0,0.048829317122000046,ALTO
6548,150000,2,2,1,36,0,0,0,0,-1,-1,70001,45813,44309,27428,2013,4724,2500,1200,2618,2013,4724,0,0,0.03571377551749261,ALTO
6549,20000,2,1,2,46,0,0,0,0,0,0,12146,7698,6005,6411,3125,3164,1273,1039,1000,123,101,48,0,0.10480816729787584,MEDIO
6550,20000,1,1,2,23,0,0,0,0,0,0,5565,6841,7853,8565,9565,12065,1276,1288,1000,1000,2500,1000,0,0.2292902066486972,MEDIO
6551,50000,1,2,2,24,1,3,2,0,-1,-1,52935,50946,22740,2314,1823,18839,0,0,0,1823,18839,641,1,0.0,ALTO
6552,260000,2,2,2,27,0,0,0,0,0,-1,19713,22378,24836,32816,42816,8938,3000,3000,10000,10000,8938,2000,1,0.1521838380763963,MEDIO
6553,230000,2,3,2,30,0,0,0,0,0,0,1873,2778,4734,6642,8520,9869,1500,2000,2000,2000,1500,2000,1,0.800854244527496,BAJO
6554,170000,1,3,1,43,-1,-1,-1,-1,-2,-2,19247,1230,2910,0,0,0,1230,2910,0,0,0,0,0,0.06390606328258949,ALTO
6555,180000,1,1,2,28,-2,-2,-2,-2,-2,-1,-124,0,0,0,225,35173,1004,0,0,225,24815,10250,0,,BAJO
6556,30000,1,1,2,38,1,2,0,0,0,2,24172,23497,24817,25602,26535,26947,0,1715,1500,1500,1000,4670,0,0.0,ALTO
6557,20000,1,2,2,22,3,2,2,3,2,2,16014,15474,19739,19194,38414,19200,0,4900,0,800,800,500,1,0.0,ALTO
6558,260000,1,3,1,50,2,0,-1,0,-1,-1,655,1182,1076,696,1012,530,1076,1076,0,1012,530,696,1,1.6427480916030535,BAJO
6559,180000,2,3,2,30,-1,-1,-1,-1,-1,-2,1730,6792,0,3180,2682,0,6792,0,3180,2682,0,5593,0,3.9260115606936417,BAJO
6560,230000,2,2,1,32,0,0,0,0,0,0,57259,46226,36089,34158,22872,22592,2500,3000,3000,1500,1500,2000,1,0.043661258492114774,ALTO
6561,120000,2,2,3,43,0,0,0,0,0,0,46889,47496,48307,49272,49016,43127,1856,1667,1632,1664,1880,1059,0,0.03958284459041566,ALTO
6562,280000,1,1,1,63,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,,BAJO
6563,270000,2,2,2,29,0,0,0,0,0,0,150185,141926,135741,126197,118340,110557,4988,7000,5000,5000,5000,5000,0,0.033212371408596064,ALTO
6564,70000,1,1,1,39,0,0,0,0,0,0,67474,68750,59186,48178,46197,48444,3100,7172,10000,1662,3000,1350,0,0.04594362272875478,ALTO
6565,60000,1,2,2,31,0,0,0,0,0,2,53234,54361,55395,56416,58792,56130,2580,2557,2500,4500,0,2000,0,0.048465266558966075,ALTO
6566,180000,1,2,2,28,0,0,0,0,0,0,78128,81976,83338,90031,93692,96100,5000,4000,8000,5000,4000,5500,0,0.06399754249436822,ALTO
6567,160000,2,2,1,32,0,0,0,0,0,2,30414,24158,10091,5905,6210,4302,1200,1036,309,500,0,1000,1,0.03945551390806865,ALTO
6568,50000,2,1,2,25,0,0,-1,-1,-2,-2,14500,0,790,3696,6696,5724,0,790,3696,3000,5724,2271,0,0.0,ALTO
6569,60000,2,2,2,48,-2,-2,-2,-1,0,0,53044,51158,29452,1696,38585,38884,1607,1675,1696,38000,1500,1400,0,0.030295603649800166,ALTO
6570,50000,1,2,2,48,3,2,0,0,0,0,12961,12029,11738,11011,9888,10076,507,1158,373,365,359,1111,1,0.03911735205616851,ALTO
6571,80000,2,2,1,56,1,-1,-1,-1,-1,-1,-2,697,-3,1186,-4,1633,699,0,1579,0,1637,4844,0,,BAJO
6572,30000,2,2,1,22,0,0,0,0,0,0,28622,28219,27764,27973,28576,12135,1700,1500,700,700,500,1000,0,0.0593948710781916,ALTO
6573,90000,2,1,2,26,0,0,0,0,0,0,32154,33521,34443,31223,31723,32505,1888,1810,1300,1152,1310,1197,0,0.05871742240467749,ALTO
6574,130000,2,2,1,33,0,-1,0,0,-1,-1,9768,8480,2420,0,682,0,8486,1001,0,682,0,0,0,0.8687551187551188,BAJO
6575,200000,1,1,1,38,-2,-2,-2,-2,-2,-2,2780,2645,-10,4115,1315,0,2658,0,4125,1315,0,0,0,0.956115107913669,BAJO
6576,20000,2,2,2,23,0,0,0,0,2,2,11564,13063,14337,15596,15204,17149,2000,1500,1500,0,2200,0,1,0.17295053614666206,MEDIO
6577,300000,1,3,1,31,-1,-1,-1,-1,-1,-1,1877,2466,0,462,0,3069,2500,0,462,0,3069,280,0,1.3319126265316996,BAJO
6578,160000,2,1,1,41,0,0,0,0,0,0,120528,100050,102324,104697,103202,94360,7000,4000,4000,4115,4000,3690,0,0.058077791052701444,ALTO
6579,500000,2,1,1,41,-1,-1,-2,-2,-1,-1,680,0,0,0,74731,0,0,0,0,74731,0,0,0,0.0,ALTO
6580,50000,2,2,2,25,2,2,2,0,0,0,50863,50887,19345,19152,18953,19388,1600,0,1000,1000,900,900,1,0.031457051294654266,ALTO
6581,20000,1,1,2,25,0,0,0,0,0,0,20052,5328,18428,19709,19833,19376,1500,15000,2000,1000,900,1000,0,0.07480550568521843,ALTO
6582,240000,1,3,1,40,2,3,3,2,2,2,213732,217347,217329,211132,219202,223434,8500,5000,0,16000,8000,0,1,0.03976943087605038,ALTO
6583,200000,1,2,2,29,2,2,2,2,2,2,172325,174082,177684,180259,183704,186507,6000,8000,7000,6500,6000,5600,1,0.03481793123458581,ALTO
6584,200000,2,2,2,27,-1,-1,2,0,0,-1,184,2250,823,823,-658,1266,2250,0,0,0,1924,0,1,12.228260869565217,BAJO
6585,260000,2,1,2,36,-1,-1,-1,-1,-1,-1,10425,12722,4948,13100,10854,7537,2297,7256,13100,10854,7537,3710,0,0.22033573141486812,MEDIO
6586,100000,1,2,2,26,2,2,2,2,-2,-2,89296,101755,90684,23000,25000,0,14002,560,0,2000,0,53528,0,0.15680433614047662,MEDIO
6587,360000,1,3,1,42,-1,-1,-1,0,-1,-1,25988,1815,22648,19433,16708,24047,1815,22674,95,16790,24283,17387,0,0.06983992611974757,ALTO
6588,280000,2,6,3,38,0,0,0,-1,-1,-1,286469,293875,296257,232,-94,143864,8024,8034,232,94,145935,5000,0,0.028010011554478843,ALTO
6589,360000,1,1,1,47,0,-1,0,0,0,-1,10221,8337,9696,14332,21446,9476,8536,5000,8500,10000,9476,7000,0,0.8351433323549555,BAJO
6590,420000,2,1,1,34,-1,0,0,-1,0,-1,440,1479,2940,3160,4160,883,1039,1500,3160,1000,883,28000,0,2.3613636363636363,BAJO
6591,400000,2,2,1,42,-2,-2,-1,0,0,0,0,641,1290,1319,694,697,641,1290,29,0,3,703,0,,BAJO
6592,50000,2,2,1,41,2,0,0,0,-1,0,33343,31392,27315,-60,28890,29168,1502,1000,0,30070,1180,1000,0,0.04504693638844735,ALTO
6593,500000,1,1,1,45,-2,-2,-2,-2,-2,-2,186610,130751,43890,38759,46834,28408,261524,43919,38787,46834,28408,63001,0,1.4014468677991534,BAJO
6594,50000,1,2,2,56,0,0,0,0,0,0,48025,49128,49348,44932,19559,18859,1884,1997,1943,693,683,680,0,0.039229567933368036,ALTO
6595,80000,2,1,2,24,-1,2,-1,-1,-1,-1,1275,887,890,382,2786,2557,2,893,382,2794,2561,77004,0,0.001568627450980392,ALTO
6596,80000,2,2,2,23,2,3,2,2,0,0,84176,81516,80146,61392,60325,60469,0,2000,0,3091,2400,2000,0,0.0,ALTO
6597,20000,2,2,2,50,0,0,0,0,0,0,13922,15433,15683,16050,17401,17573,3000,3000,1000,2000,1000,1000,0,0.215486280706795,MEDIO
6598,460000,2,1,2,27,0,0,0,0,0,0,81252,74766,79012,74349,77504,90032,5020,10027,3001,5004,15000,5039,0,0.06178309456997982,ALTO
6599,240000,1,1,2,33,0,0,0,0,-2,-2,47742,27044,24007,0,0,0,1898,1006,0,0,0,0,0,0.039755351681957186,ALTO
6600,120000,1,2,2,30,0,0,0,0,0,0,53456,53862,39505,45373,46641,47569,2058,1672,10000,2000,1704,1920,0,0.03849895240945825,ALTO
6601,20000,1,2,2,24,1,3,2,2,3,2,7719,7455,7187,8367,7945,7669,0,0,1300,0,0,1000,0,0.0,ALTO
6602,290000,1,3,1,50,0,0,0,0,-1,0,62381,32320,22528,10502,82823,52624,1778,1565,212,82902,2008,1177,0,0.028502268318879146,ALTO
6603,50000,2,2,2,38,0,0,0,0,0,0,33801,27027,24459,23161,22282,20537,1433,1319,773,787,757,615,0,0.04239519540841987,ALTO
6604,200000,2,2,1,40,0,0,0,0,0,0,22065,23382,21522,8815,4280,0,2000,1128,4280,0,0,0,0,0.0906412871062769,ALTO
6605,20000,2,3,3,27,0,0,2,2,-1,-1,17973,20482,19693,11932,1280,0,2800,0,239,3380,0,0,0,0.15578923941467757,MEDIO
6606,100000,1,1,1,43,0,0,0,0,0,0,43970,45756,46680,47926,49028,49561,2500,2000,2000,2001,2014,1605,0,0.05685694791903571,ALTO
6607,260000,2,1,2,36,0,0,0,0,0,0,107350,110114,112189,114503,117031,112857,4500,4000,4000,4200,8790,4200,0,0.04191895668374476,ALTO
6608,20000,2,2,2,27,4,3,2,0,0,0,21750,21127,20332,19932,19932,7080,0,0,0,0,0,0,0,0.0,ALTO
6609,10000,2,2,2,22,0,0,0,0,0,2,5964,7145,8144,8861,10104,9803,1284,1283,1000,1535,0,1000,0,0.2152917505030181,MEDIO
6610,420000,1,1,1,47,-2,-2,-2,-2,-2,-2,46179,82842,77628,52294,0,0,84459,79192,57145,0,0,0,0,1.828948223218346,BAJO
6611,130000,2,3,2,27,0,0,0,0,0,0,29645,28193,30790,21200,21810,13629,2000,5000,5000,1000,4000,6587,0,0.06746500252993759,ALTO
6612,150000,2,1,2,25,0,0,0,0,0,0,36497,38190,39322,40260,41458,42251,2287,2071,1591,2000,1632,10000,0,0.06266268460421405,ALTO
6613,120000,1,1,2,33,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,0,1.0,BAJO
6614,30000,2,2,2,25,0,0,0,0,0,0,7244,8265,9436,10123,10335,10691,1142,1313,1000,375,528,600,0,0.15764770844837106,MEDIO
6615,260000,2,2,2,31,0,0,0,0,0,0,166071,137702,77683,163040,86008,88575,7000,3000,7152,8000,4000,4000,0,0.042150646410270304,ALTO
6616,60000,1,3,2,34,-1,-1,-1,-1,-1,-1,326,326,326,326,476,326,326,326,326,476,326,326,1,1.0,BAJO
6617,70000,2,3,2,52,0,0,0,0,0,0,105991,67243,67533,28653,29253,26185,2777,1751,969,1004,938,1122,0,0.02620033776452718,ALTO
6618,110000,1,2,2,26,2,0,0,0,0,2,28290,30516,39584,43581,48458,17129,3000,10000,5000,6000,0,2000,0,0.10604453870625663,MEDIO
6619,180000,1,2,2,37,-1,-1,0,0,0,-1,8788,40927,28306,31578,21195,11776,40970,1210,10015,10009,11783,110306,0,4.662039144287665,BAJO
6620,300000,2,2,2,48,-2,-2,-2,-2,-2,-2,6301,0,2417,470,4690,0,4126,2417,470,4690,0,18774,0,0.6548166957625774,BAJO
6621,260000,2,1,1,38,-2,-1,-1,-2,-2,-2,622,3074,0,688,2605,377,3084,691,0,2613,378,693,0,4.958199356913183,BAJO
6622,50000,2,2,1,41,2,2,2,0,0,0,36329,36711,28415,18459,16077,12428,3406,0,640,660,296,60,1,0.09375430097167552,ALTO
6623,90000,2,3,1,45,0,0,0,0,0,0,63115,33963,33807,2966,1223,0,1988,1900,59,24,0,0,0,0.031498059098471046,ALTO
6624,20000,2,2,2,24,1,2,0,0,2,0,6025,5786,10471,11542,11216,14834,0,5000,1550,0,4000,4026,1,0.0,ALTO
6625,220000,2,1,2,30,-1,-1,-1,-1,-1,2,2731,3403,5990,7767,42731,33266,3403,5990,7767,40645,0,4622,0,1.2460637129256682,BAJO
6626,240000,1,1,2,27,0,0,0,0,-1,2,2961,4748,7013,7722,732,291,2000,2873,1000,882,0,0,0,0.6754474839581223,BAJO
6627,440000,2,2,2,40,0,0,0,0,0,0,98496,82803,79894,73984,137370,132889,10000,10000,10000,80000,7000,6000,0,0.10152696556205328,MEDIO
6628,60000,2,2,1,37,5,4,4,3,2,2,60480,59966,58411,58868,55232,58430,1001,0,2001,0,4301,2000,0,0.016550925925925927,ALTO
6629,380000,1,2,1,31,-1,-1,-1,-1,-1,-1,6749,7917,9645,11865,13133,4702,7959,9683,11916,13191,4717,9354,0,1.1792858201214995,BAJO
6630,30000,2,3,1,44,2,2,2,2,2,2,19608,20696,20071,21432,21704,21205,1700,0,2000,760,0,2000,1,0.08669930640554875,ALTO
6631,120000,2,2,2,35,0,0,0,0,0,0,71708,72047,67080,68660,69411,2855,3200,3000,3700,3500,1000,68074,0,0.04462542533608523,ALTO
6632,150000,1,1,2,29,-2,-2,-2,-2,-2,-2,4583,6917,831,6469,5138,7810,6989,833,6488,5153,7833,7130,0,1.5249836351734671,BAJO
6633,90000,1,2,2,28,0,0,0,0,0,2,43314,44354,45372,46317,51292,50316,2037,2055,2000,5913,0,2100,0,0.04702867433162488,ALTO
6634,180000,2,2,1,34,0,0,-2,-1,0,0,25000,0,0,6398,15218,24901,0,0,6398,9000,10000,500,0,0.0,ALTO
6635,10000,2,2,2,37,-1,0,0,0,0,-1,7841,7400,6770,5163,3575,390,1157,1000,103,72,400,0,0,0.14755770947583216,MEDIO
6636,20000,1,2,2,24,2,2,0,0,2,0,15166,14638,15582,17809,17385,18437,0,1500,2500,0,1500,1500,1,0.0,ALTO
